Name,URL,Stargazers,Created At,Age,Pull Requests,Language,Updated At,Days Since Update,Releases,Closed Issues,Total Issues,Issues Ratio
JuliaLang/julia,https://github.com/JuliaLang/julia,43038,2011-04-21 07:01:50,4514,21675,Julia,2023-08-30 15:55:05,0,145,19745,23544,0.838642541624193
v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,43021,2015-09-04 11:42:53,2917,203,Go,2023-08-30 15:22:38,0,236,2520,2538,0.9929078014184397
sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,42978,2018-12-24 14:30:48,1710,524,Python,2023-08-30 17:39:01,0,0,772,816,0.946078431372549
aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,42913,2015-11-11 14:21:19,2849,88,Jupyter Notebook,2023-08-30 16:52:53,0,0,69,231,0.2987012987012987
ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,42873,2013-12-25 02:52:40,3535,1404,Astro,2023-08-30 12:37:49,0,72,2703,2785,0.970556552962298
gogs/gogs,https://github.com/gogs/gogs,42817,2014-02-12 01:57:08,3486,1608,Go,2023-08-30 16:14:51,0,78,4176,5018,0.8322040653646872
karan/Projects,https://github.com/karan/Projects,42803,2013-07-04 13:37:27,3709,19,none,2023-08-30 15:43:25,0,0,32,71,0.4507042253521127
sharkdp/bat,https://github.com/sharkdp/bat,42747,2018-04-21 10:52:23,1957,1136,Rust,2023-08-30 17:16:27,0,39,1039,1246,0.833868378812199
parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,42637,2017-08-07 16:36:47,2214,2189,JavaScript,2023-08-30 14:43:59,0,29,4487,5138,0.8732970027247956
nektos/act,https://github.com/nektos/act,42601,2019-01-02 19:53:43,1700,770,Go,2023-08-30 18:20:37,0,57,796,952,0.8361344537815126
jestjs/jest,https://github.com/jestjs/jest,42589,2013-12-10 00:18:04,3550,5205,TypeScript,2023-08-30 11:50:02,0,195,7109,7497,0.9482459650526878
babel/babel,https://github.com/babel/babel,42500,2014-09-28 13:38:23,3258,5362,TypeScript,2023-08-30 16:42:04,0,364,7927,8572,0.9247550163322446
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,42432,2017-05-25 20:58:42,2287,18,JavaScript,2023-08-30 16:16:10,0,114,1040,1196,0.8695652173913043
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,42387,2018-06-25 05:33:03,1892,52,Go,2023-08-30 14:50:59,0,14,231,327,0.7064220183486238
astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,42271,2012-08-02 11:49:35,4045,757,Go,2023-08-30 16:21:28,0,0,182,296,0.6148648648648649
iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,42218,2018-06-04 13:10:00,1913,32,Python,2023-08-30 18:26:31,-1,2,793,1324,0.5989425981873112
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,42209,2023-04-29 12:52:15,123,99,Python,2023-08-30 18:27:16,-1,7,248,297,0.835016835016835
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,42192,2014-04-12 16:38:42,3427,129,none,2023-08-30 17:54:59,0,0,45,62,0.7258064516129032
typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,42041,2018-06-02 04:08:16,1915,329,JavaScript,2023-08-30 16:52:59,0,0,189,191,0.9895287958115183
Yidadaa/ChatGPT-Next-Web,https://github.com/Yidadaa/ChatGPT-Next-Web,41985,2023-03-10 18:27:54,172,376,TypeScript,2023-08-30 17:23:31,0,45,1625,1638,0.9920634920634921
NationalSecurityAgency/ghidra,https://github.com/NationalSecurityAgency/ghidra,41982,2019-03-01 03:27:48,1643,384,Java,2023-08-30 17:21:57,0,30,2838,4073,0.6967836975202554
square/retrofit,https://github.com/square/retrofit,41945,2010-09-06 21:39:43,4740,841,Java,2023-08-30 17:04:19,0,0,2494,2649,0.9414873537183843
justjavac/awesome-wechat-weapp,https://github.com/justjavac/awesome-wechat-weapp,41912,2016-09-22 20:04:48,2532,275,none,2023-08-30 16:10:58,0,0,0,0,0
kamranahmedse/design-patterns-for-humans,https://github.com/kamranahmedse/design-patterns-for-humans,41723,2017-02-16 21:24:39,2385,49,none,2023-08-30 16:15:23,0,0,47,50,0.94
Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,41710,2018-07-05 09:11:43,1882,6,none,2023-08-30 11:49:54,0,0,0,0,0
youngyangyang04/leetcode-master,https://github.com/youngyangyang04/leetcode-master,41477,2019-12-14 12:05:42,1355,1845,Shell,2023-08-30 15:58:11,0,0,56,183,0.30601092896174864
golang-standards/project-layout,https://github.com/golang-standards/project-layout,41476,2017-09-09 16:33:26,2181,74,Makefile,2023-08-30 18:01:38,0,0,37,102,0.3627450980392157
x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,41451,2015-04-11 20:48:23,3062,632,C++,2023-08-30 18:22:42,0,3,1788,2346,0.7621483375959079
commaai/openpilot,https://github.com/commaai/openpilot,41418,2016-11-24 01:33:30,2470,7778,Python,2023-08-30 17:07:22,0,52,2073,2299,0.9016963897346673
vercel/hyper,https://github.com/vercel/hyper,41417,2016-07-01 06:01:21,2616,2975,TypeScript,2023-08-30 18:19:17,0,88,2844,3690,0.7707317073170732
rust-lang/rustlings,https://github.com/rust-lang/rustlings,41311,2015-09-15 02:25:18,2906,717,Rust,2023-08-30 18:21:09,0,37,405,516,0.7848837209302325
yarnpkg/yarn,https://github.com/yarnpkg/yarn,41252,2016-01-19 17:39:16,2780,1652,JavaScript,2023-08-30 11:18:31,0,150,4661,6492,0.7179605668515096
k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,41228,2014-07-22 20:35:09,3325,219,none,2023-08-30 14:10:34,0,0,54,72,0.75
marktext/marktext,https://github.com/marktext/marktext,41181,2017-11-12 16:05:25,2117,936,JavaScript,2023-08-30 18:03:30,0,36,1610,2599,0.6194690265486725
ultralytics/yolov5,https://github.com/ultralytics/yolov5,41161,2020-05-18 03:45:11,1199,1988,Python,2023-08-30 18:12:51,0,10,8213,8375,0.9806567164179104
ngosang/trackerslist,https://github.com/ngosang/trackerslist,41065,2016-04-24 11:57:57,2684,1,none,2023-08-30 16:52:34,0,0,386,392,0.9846938775510204
massgravel/Microsoft-Activation-Scripts,https://github.com/massgravel/Microsoft-Activation-Scripts,41014,2020-01-12 23:03:34,1325,2,Batchfile,2023-08-30 18:15:26,0,7,180,182,0.989010989010989
pixijs/pixijs,https://github.com/pixijs/pixijs,40776,2013-01-21 22:40:50,3872,2821,TypeScript,2023-08-30 17:35:43,0,206,5071,5231,0.9694131141273179
lencx/ChatGPT,https://github.com/lencx/ChatGPT,40624,2022-12-07 09:43:02,266,118,Rust,2023-08-30 18:19:25,0,34,303,777,0.38996138996138996
minio/minio,https://github.com/minio/minio,40574,2015-01-14 19:23:58,3149,8504,Go,2023-08-30 17:39:38,0,415,6695,6719,0.9964280398868879
iamadamdev/bypass-paywalls-chrome,https://github.com/iamadamdev/bypass-paywalls-chrome,40526,2018-04-07 20:33:19,1970,132,JavaScript,2023-08-30 17:12:40,0,33,999,999,1.0
facebookresearch/llama,https://github.com/facebookresearch/llama,40419,2023-02-14 09:29:12,197,12,Python,2023-08-30 18:05:08,0,0,169,611,0.2765957446808511
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,40409,2016-01-13 23:41:35,2785,6411,C#,2023-08-30 18:09:42,0,146,7979,11388,0.7006498068141904
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,40350,2023-03-20 09:05:13,163,75,Python,2023-08-30 17:55:18,0,21,597,910,0.656043956043956
bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,40319,2016-12-23 01:49:20,2441,21,Vue,2023-08-30 18:22:20,0,0,508,620,0.8193548387096774
agalwood/Motrix,https://github.com/agalwood/Motrix,39920,2018-12-18 11:45:05,1716,192,JavaScript,2023-08-30 18:05:12,0,21,557,1194,0.466499162479062
rclone/rclone,https://github.com/rclone/rclone,39910,2014-03-16 16:19:57,3454,1630,Go,2023-08-30 17:49:19,0,95,4168,4990,0.8352705410821644
vuejs/core,https://github.com/vuejs/core,39895,2018-06-12 13:49:36,1905,2028,TypeScript,2023-08-30 17:19:45,0,156,3589,4316,0.8315569972196478
nwjs/nw.js,https://github.com/nwjs/nw.js,39797,2012-01-04 06:21:10,4256,572,JavaScript,2023-08-30 11:54:54,0,0,6351,7235,0.8778161713890809
BurntSushi/ripgrep,https://github.com/BurntSushi/ripgrep,39728,2016-03-11 02:02:33,2728,469,Rust,2023-08-30 16:22:02,0,66,1352,1488,0.9086021505376344
Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,39702,2014-07-31 05:56:19,3317,596,Swift,2023-08-30 17:33:25,0,95,2666,2700,0.9874074074074074
ggerganov/llama.cpp,https://github.com/ggerganov/llama.cpp,39610,2023-03-10 18:58:00,172,897,C,2023-08-30 18:05:32,0,704,761,1175,0.6476595744680851
Unitech/pm2,https://github.com/Unitech/pm2,39571,2013-05-21 03:25:25,3753,540,JavaScript,2023-08-30 17:12:13,0,120,4005,4791,0.8359423919849718
pandas-dev/pandas,https://github.com/pandas-dev/pandas,39567,2010-08-24 01:37:33,4754,23288,Python,2023-08-30 18:03:13,0,100,21628,25073,0.8626012044829099
styled-components/styled-components,https://github.com/styled-components/styled-components,39426,2016-08-16 06:41:32,2570,911,TypeScript,2023-08-30 16:52:54,0,154,2577,2771,0.9299891735835438
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,39399,2016-08-10 14:24:36,2576,28,Jupyter Notebook,2023-08-30 17:45:04,0,0,75,181,0.4143646408839779
apache/dubbo,https://github.com/apache/dubbo,39313,2012-06-19 07:56:02,4089,4548,Java,2023-08-30 08:36:56,0,87,5525,6434,0.8587193036990985
huginn/huginn,https://github.com/huginn/huginn,39147,2013-03-10 06:00:31,3825,977,Ruby,2023-08-30 17:21:50,0,1,1457,2065,0.7055690072639225
dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,39011,2013-06-22 13:23:55,3721,129,none,2023-08-30 16:19:29,0,1,82,101,0.8118811881188119
Dogfalo/materialize,https://github.com/Dogfalo/materialize,38834,2014-09-12 19:35:38,3273,449,JavaScript,2023-08-30 17:20:44,0,41,4596,5219,0.8806284728875263
grpc/grpc,https://github.com/grpc/grpc,38814,2014-12-08 18:58:53,3186,18551,C++,2023-08-30 14:50:49,0,265,10322,10906,0.9464514945901339
isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,38685,2015-08-19 20:22:52,2932,778,Python,2023-08-30 18:12:11,0,4,881,1108,0.7951263537906137
discourse/discourse,https://github.com/discourse/discourse,38652,2013-01-12 00:25:55,3882,20088,Ruby,2023-08-30 16:16:12,0,0,0,0,0
hashicorp/terraform,https://github.com/hashicorp/terraform,38616,2014-03-13 22:25:48,3456,10903,Go,2023-08-30 18:03:15,0,261,18360,20064,0.9150717703349283
dcloudio/uni-app,https://github.com/dcloudio/uni-app,38536,2018-07-12 08:52:39,1875,216,JavaScript,2023-08-30 14:16:54,0,0,2898,4058,0.7141448989650074
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,38536,2018-04-23 11:45:28,1955,1415,Rust,2023-08-30 18:07:13,0,150,1476,1588,0.929471032745592
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,38438,2018-05-19 00:53:06,1929,1096,Go,2023-08-30 16:52:59,0,148,984,1476,0.6666666666666666
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,38326,2017-03-15 05:09:01,2359,1195,JavaScript,2023-08-30 16:27:48,0,0,0,0,0
google/zx,https://github.com/google/zx,38289,2021-05-05 05:50:01,847,111,JavaScript,2023-08-30 17:00:51,0,58,306,352,0.8693181818181818
Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,38288,2010-09-22 16:57:44,4725,2866,JavaScript,2023-08-30 16:58:10,0,31,4697,5065,0.9273445212240868
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,38218,2019-02-24 19:09:45,1647,143,Shell,2023-08-30 17:42:27,0,32,2173,2202,0.9868301544050863
laurent22/joplin,https://github.com/laurent22/joplin,38130,2017-01-16 21:49:41,2416,2258,TypeScript,2023-08-30 16:14:00,0,300,5256,5575,0.9427802690582959
yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,38124,2018-01-13 19:40:08,2054,224,MDX,2023-08-30 17:37:02,0,0,75,93,0.8064516129032258
go-gitea/gitea,https://github.com/go-gitea/gitea,38121,2016-11-01 02:13:26,2493,13227,Go,2023-08-30 16:52:55,0,174,9443,11569,0.8162330365632293
GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,38121,2017-01-28 09:35:02,2405,399,JavaScript,2023-08-30 17:18:38,0,29,553,559,0.9892665474060823
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,38077,2019-12-23 14:07:40,1346,98,JavaScript,2023-08-30 18:25:40,-1,0,52,134,0.3880597014925373
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,38069,2011-04-14 14:12:38,4521,16,C,2023-08-30 17:09:01,0,0,0,0,0
faif/python-patterns,https://github.com/faif/python-patterns,37980,2012-06-06 21:02:35,4101,262,Python,2023-08-30 16:16:23,0,0,73,84,0.8690476190476191
wagoodman/dive,https://github.com/wagoodman/dive,37964,2018-05-13 15:44:01,1935,135,Go,2023-08-30 17:20:36,0,25,162,291,0.5567010309278351
streamich/react-use,https://github.com/streamich/react-use,37908,2018-10-27 10:16:05,1768,1494,TypeScript,2023-08-30 16:53:00,0,249,228,549,0.41530054644808745
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,37861,2016-09-12 00:39:35,2543,3533,TypeScript,2023-08-30 18:22:17,0,498,11677,12682,0.920753824317931
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,37764,2023-03-23 17:03:03,160,16,Jupyter Notebook,2023-08-30 16:08:10,0,0,119,451,0.2638580931263858
AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,37758,2021-06-16 12:56:48,805,1493,Dart,2023-08-30 18:18:30,0,42,977,1460,0.6691780821917809
louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,37585,2021-07-03 01:02:42,788,859,JavaScript,2023-08-30 18:07:32,0,91,1674,2511,0.6666666666666666
nocodb/nocodb,https://github.com/nocodb/nocodb,37559,2017-10-29 18:51:48,2130,2016,TypeScript,2023-08-30 16:51:15,0,114,1900,2396,0.7929883138564274
fastlane/fastlane,https://github.com/fastlane/fastlane,37470,2014-12-02 17:00:38,3193,6009,Ruby,2023-08-30 16:20:26,0,533,12288,12640,0.9721518987341772
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,37461,2016-09-08 12:42:53,2547,1311,C++,2023-08-30 18:20:44,0,129,5030,5050,0.996039603960396
akullpp/awesome-java,https://github.com/akullpp/awesome-java,37459,2014-07-09 10:12:43,3339,657,none,2023-08-30 15:39:46,0,0,121,121,1.0
hexojs/hexo,https://github.com/hexojs/hexo,37338,2012-09-23 15:17:08,3993,855,JavaScript,2023-08-30 16:52:48,0,109,3797,3862,0.9831693423096841
firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,37334,2016-09-20 14:35:09,2535,60497,none,2023-08-30 18:24:18,-1,0,595,617,0.9643435980551054
impress/impress.js,https://github.com/impress/impress.js,37311,2011-12-28 22:23:19,4262,115,JavaScript,2023-08-29 19:40:31,0,15,415,473,0.8773784355179705
alex/what-happens-when,https://github.com/alex/what-happens-when,37194,2013-11-07 04:30:06,3583,108,none,2023-08-30 15:52:09,0,0,35,187,0.18716577540106952
gorhill/uBlock,https://github.com/gorhill/uBlock,37164,2015-04-01 17:51:11,3073,221,JavaScript,2023-08-30 17:41:17,0,288,3437,3450,0.996231884057971
brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,36954,2016-06-24 15:19:33,2623,306,none,2023-08-30 17:55:44,0,0,44,45,0.9777777777777777
Homebrew/brew,https://github.com/Homebrew/brew,36908,2016-03-06 05:08:38,2733,9647,Ruby,2023-08-30 14:58:12,0,324,4098,4120,0.9946601941747573
imartinez/privateGPT,https://github.com/imartinez/privateGPT,36881,2023-05-02 09:15:31,120,39,Python,2023-08-30 18:11:44,0,0,170,578,0.29411764705882354
quilljs/quill,https://github.com/quilljs/quill,36797,2012-07-30 23:23:18,4047,283,TypeScript,2023-08-30 15:57:10,0,82,1956,3229,0.6057602973056674
PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,36760,2014-04-25 14:29:47,3414,190,Java,2023-08-30 06:53:40,0,44,2879,4889,0.5888729801595418
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,36701,2015-05-19 07:36:09,3025,10913,TypeScript,2023-08-30 18:03:06,0,812,12826,15233,0.8419877896671699
serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,36606,2017-11-03 02:35:33,2126,516,none,2023-08-30 18:07:55,0,0,145,188,0.7712765957446809
apache/spark,https://github.com/apache/spark,36575,2014-02-25 08:00:08,3473,5,Scala,2023-08-30 16:52:35,0,0,0,0,0
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,36566,2014-07-17 10:45:10,3331,1222,Rust,2023-08-30 17:12:38,0,0,116,126,0.9206349206349206
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,36532,2019-03-05 23:47:10,1638,1832,TypeScript,2023-08-30 16:51:46,0,530,3959,3972,0.9967270896273918
FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,36456,2016-09-30 03:13:43,2525,55,CSS,2023-08-30 18:18:03,0,0,444,584,0.7602739726027398
kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,36357,2016-07-07 14:15:27,2610,69,none,2023-08-30 18:14:07,0,0,292,375,0.7786666666666666
nlohmann/json,https://github.com/nlohmann/json,36268,2013-07-04 08:47:49,3709,674,C++,2023-08-30 16:24:46,0,43,2077,2149,0.9664960446719404
apachecn/ailearning,https://github.com/apachecn/ailearning,36243,2017-02-25 08:53:02,2377,475,Python,2023-08-30 16:40:40,0,2,104,107,0.9719626168224299
nolimits4web/swiper,https://github.com/nolimits4web/swiper,36231,2012-03-14 19:11:45,4185,549,JavaScript,2023-08-30 17:20:56,0,52,4945,5120,0.9658203125
dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,36178,2015-01-26 23:32:34,3137,850,none,2023-08-30 16:52:34,0,37,261,261,1.0
floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,36176,2016-10-14 11:49:48,2511,28,Python,2023-08-30 17:22:29,0,0,4,53,0.07547169811320754
videojs/video.js,https://github.com/videojs/video.js,36099,2010-05-14 18:45:10,4855,1649,JavaScript,2023-08-30 17:13:29,0,292,4653,5095,0.9132482826300294
TanStack/query,https://github.com/TanStack/query,36066,2019-09-10 19:23:58,1449,1548,TypeScript,2023-08-30 16:48:59,0,646,1379,1402,0.9835948644793152
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,36031,2020-07-23 14:33:11,1133,512,TypeScript,2023-08-30 18:12:12,0,0,2934,29109,0.10079356899927858
starship/starship,https://github.com/starship/starship,36017,2019-04-02 03:23:12,1611,2398,Rust,2023-08-30 17:48:50,0,122,1468,1922,0.7637877211238293
skylot/jadx,https://github.com/skylot/jadx,35920,2013-03-18 17:08:21,3817,410,Java,2023-08-30 17:57:47,0,28,1171,1505,0.7780730897009966
evanw/esbuild,https://github.com/evanw/esbuild,35905,2016-06-14 16:08:50,2633,218,Go,2023-08-30 17:31:52,0,266,2648,2955,0.896108291032149
chubin/cheat.sh,https://github.com/chubin/cheat.sh,35884,2017-05-07 21:40:56,2305,122,Python,2023-08-30 18:13:06,0,0,125,232,0.5387931034482759
php/php-src,https://github.com/php/php-src,35881,2011-06-16 01:52:25,4458,1777,C,2023-08-30 18:12:04,0,0,1406,1815,0.7746556473829201
ruanyf/weekly,https://github.com/ruanyf/weekly,35812,2018-10-13 12:36:07,1782,67,none,2023-08-30 15:14:18,0,0,638,3272,0.1949877750611247
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,35808,2020-04-11 09:21:31,1236,52,Python,2023-08-30 18:24:26,-1,0,280,296,0.9459459459459459
Kong/kong,https://github.com/Kong/kong,35797,2014-11-17 23:56:08,3207,4679,Lua,2023-08-30 16:46:34,0,132,3960,4156,0.9528392685274302
jgraph/drawio,https://github.com/jgraph/drawio,35705,2016-09-06 12:59:15,2549,36,JavaScript,2023-08-30 18:26:38,-1,760,2770,3149,0.8796443315338203
jeecgboot/jeecg-boot,https://github.com/jeecgboot/jeecg-boot,35704,2018-11-26 10:40:00,1738,18,Java,2023-08-30 16:47:01,0,29,4500,4527,0.9940357852882704
slatedocs/slate,https://github.com/slatedocs/slate,35420,2013-09-13 22:15:24,3637,291,SCSS,2023-08-30 14:59:17,0,28,556,605,0.9190082644628099
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,35370,2016-06-07 16:56:31,2640,373,JavaScript,2023-08-30 17:58:16,0,0,2964,3315,0.8941176470588236
0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,35314,2019-06-10 06:54:19,1542,35,Python,2023-08-30 13:53:45,0,0,18,45,0.4
google/styleguide,https://github.com/google/styleguide,35303,2015-05-20 19:18:59,3023,150,HTML,2023-08-30 12:51:51,0,0,124,320,0.3875
tabler/tabler,https://github.com/tabler/tabler,35214,2018-02-01 09:08:59,2036,421,HTML,2023-08-30 17:24:27,0,42,728,794,0.9168765743073047
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,35205,2022-12-16 16:04:50,257,167,MDX,2023-08-30 18:02:30,0,0,24,79,0.3037974683544304
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,35132,2020-08-25 02:29:34,1100,80,Jupyter Notebook,2023-08-30 18:06:31,0,0,78,101,0.7722772277227723
google-research/bert,https://github.com/google-research/bert,35124,2018-10-25 22:57:34,1769,32,Python,2023-08-30 17:32:54,0,0,351,1126,0.3117229129662522
photonstorm/phaser,https://github.com/photonstorm/phaser,35107,2013-04-12 12:27:51,3792,1599,JavaScript,2023-08-30 14:14:38,0,140,4070,4179,0.973917205072984
wg/wrk,https://github.com/wg/wrk,35072,2012-03-20 11:12:28,4180,0,C,2023-08-30 12:41:38,0,0,260,391,0.6649616368286445
getsentry/sentry,https://github.com/getsentry/sentry,34993,2010-08-30 22:06:41,4747,41214,Python,2023-08-30 18:01:18,0,112,7500,8763,0.8558712769599452
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,34984,2022-12-13 05:24:17,260,1612,Python,2023-08-30 15:43:37,0,124,1382,1599,0.8642901813633521
preactjs/preact,https://github.com/preactjs/preact,34940,2015-09-11 02:40:18,2910,1509,JavaScript,2023-08-30 18:03:55,0,189,1550,1698,0.9128386336866903
lerna/lerna,https://github.com/lerna/lerna,34873,2015-12-04 09:36:55,2826,873,TypeScript,2023-08-30 17:15:47,0,221,2182,2500,0.8728
eugenp/tutorials,https://github.com/eugenp/tutorials,34790,2013-04-29 18:26:36,3774,10159,Java,2023-08-30 13:32:21,0,0,668,689,0.969521044992743
ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,34785,2017-08-25 10:40:44,2196,936,TypeScript,2023-08-30 13:29:27,0,26,8941,9303,0.9610878211329679
pingcap/tidb,https://github.com/pingcap/tidb,34734,2015-09-06 04:01:52,2915,24629,Go,2023-08-30 13:15:31,0,176,12407,15769,0.7867968799543408
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,34710,2013-09-20 11:58:29,3631,299,JavaScript,2023-08-30 11:07:04,0,88,3857,4024,0.9584990059642147
dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,34687,2018-06-13 01:39:33,1904,28,Shell,2023-08-30 14:34:50,0,0,33,75,0.44
pmndrs/zustand,https://github.com/pmndrs/zustand,34561,2019-04-09 09:10:06,1604,515,TypeScript,2023-08-30 17:03:09,0,72,598,601,0.9950083194675541
nodejs/node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,34532,2009-05-27 16:29:46,5208,218,none,2023-08-28 21:15:25,1,0,6380,6380,1.0
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,34454,2017-11-09 02:47:15,2120,160,JavaScript,2023-08-30 16:52:58,0,0,45,70,0.6428571428571429
open-guides/og-aws,https://github.com/open-guides/og-aws,34434,2016-07-13 17:30:16,2604,498,Shell,2023-08-30 16:49:31,0,0,86,224,0.38392857142857145
vlang/v,https://github.com/vlang/v,34348,2019-02-08 02:57:06,1664,9040,V,2023-08-30 16:53:00,0,166,6832,7651,0.8929551692589204
AobingJava/JavaFamily,https://github.com/AobingJava/JavaFamily,34334,2019-11-12 04:26:18,1387,2,none,2023-08-30 12:22:12,0,0,60,61,0.9836065573770492
iina/iina,https://github.com/iina/iina,34317,2016-12-19 07:18:45,2445,566,Swift,2023-08-30 15:10:17,0,42,1985,3546,0.5597856739988719
koajs/koa,https://github.com/koajs/koa,34305,2013-07-20 18:53:45,3692,469,JavaScript,2023-08-29 13:27:20,1,0,853,890,0.9584269662921349
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,34299,2013-11-13 17:24:12,3577,317,JavaScript,2023-08-30 11:50:24,0,15,627,634,0.9889589905362776
airbnb/lottie-android,https://github.com/airbnb/lottie-android,34202,2016-10-06 22:42:42,2518,616,Java,2023-08-30 15:43:23,0,46,1585,1621,0.9777914867365823
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,34174,2019-08-17 14:27:54,1474,2203,TypeScript,2023-08-30 18:26:46,-1,1000,3216,3373,0.9534538986065817
nativefier/nativefier,https://github.com/nativefier/nativefier,34147,2015-07-05 05:56:42,2978,261,TypeScript,2023-08-30 13:23:38,0,99,979,1231,0.7952883834281073
exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,34111,2016-12-07 11:46:51,2457,16,TeX,2023-08-30 14:29:36,0,7,138,200,0.69
GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,34019,2018-11-05 03:44:27,1759,144,Jupyter Notebook,2023-08-30 17:41:21,0,0,53,53,1.0
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,34018,2017-08-28 20:22:19,2192,95,Python,2023-08-30 18:00:22,0,2,122,180,0.6777777777777778
microsoft/TaskMatrix,https://github.com/microsoft/TaskMatrix,33978,2023-03-02 09:04:28,181,21,Python,2023-08-30 14:54:21,0,0,131,335,0.39104477611940297
shadowsocks/shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,33946,2012-12-16 13:40:29,3909,249,Kotlin,2023-08-30 15:52:45,0,184,2430,2467,0.9850020267531414
metabase/metabase,https://github.com/metabase/metabase,33875,2015-02-02 19:25:47,3130,16514,Clojure,2023-08-30 18:14:31,0,390,11774,14701,0.8008978981021699
bumptech/glide,https://github.com/bumptech/glide,33869,2013-07-08 22:52:33,3704,505,Java,2023-08-30 15:44:42,0,45,3871,4312,0.8977272727272727
THUDM/ChatGLM-6B,https://github.com/THUDM/ChatGLM-6B,33761,2023-03-13 12:00:18,170,48,Python,2023-08-30 16:29:25,0,0,735,1214,0.6054365733113674
