Name,URL,Stargazers,Created At,Age,Pull Requests,Language,Updated At,Days Since Update,Releases,Closed Issues,Total Issues,Issues Ratio
istio/istio,https://github.com/istio/istio,33575,2016-11-18 23:57:21,2475,22513,Go,2023-08-30 15:33:47,0,306,17542,18090,0.9697070204532892
prisma/prisma,https://github.com/prisma/prisma,33547,2019-06-20 13:33:47,1532,4343,TypeScript,2023-08-30 17:41:52,0,164,6264,8994,0.6964643095396932
BVLC/caffe,https://github.com/BVLC/caffe,33531,2013-09-12 18:39:48,3638,1087,C++,2023-08-30 04:24:28,0,14,3893,4788,0.8130743525480367
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,33507,2015-10-21 08:26:28,2870,3806,Java,2023-08-30 15:32:09,0,182,13337,15095,0.8835375952302087
NervJS/taro,https://github.com/NervJS/taro,33476,2018-04-08 09:32:26,1970,2774,TypeScript,2023-08-30 10:16:28,0,155,9068,10071,0.900407109522391
SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,33459,2012-12-03 19:25:52,3921,106,JavaScript,2023-08-30 16:52:48,0,0,2267,2383,0.95132186319765
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,33431,2012-04-20 13:10:49,4149,70,Python,2023-08-30 16:52:35,0,2,0,0,0
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,33426,2015-09-18 23:04:55,2902,117,JavaScript,2023-08-30 15:15:31,0,42,610,616,0.9902597402597403
go-gorm/gorm,https://github.com/go-gorm/gorm,33426,2013-10-25 08:31:38,3596,656,Go,2023-08-30 16:56:48,0,2,5043,5281,0.9549327778829767
google/leveldb,https://github.com/google/leveldb,33406,2014-08-27 21:17:52,3289,61,C++,2023-08-30 13:33:34,0,21,522,723,0.7219917012448133
psf/black,https://github.com/psf/black,33403,2018-03-14 19:54:45,1994,1210,Python,2023-08-30 16:52:58,0,28,2010,2353,0.8542286442838929
adobe/brackets,https://github.com/adobe/brackets,33396,2011-12-07 21:14:40,4283,4333,JavaScript,2023-08-30 11:54:53,0,69,7067,9686,0.729609746025191
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,33370,2013-03-24 17:18:38,3811,592,Go,2023-08-30 16:23:47,0,0,0,0,0
AFNetworking/AFNetworking,https://github.com/AFNetworking/AFNetworking,33353,2011-05-31 21:28:44,4473,710,Objective-C,2023-08-30 06:13:08,0,40,0,0,0
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,33284,2016-06-28 16:17:32,2619,192,HTML,2023-08-30 16:38:05,0,0,56,63,0.8888888888888888
gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,33258,2018-01-25 04:16:53,2043,13,Python,2023-08-30 18:12:32,0,0,55,62,0.8870967741935484
jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,33248,2015-03-26 19:58:06,3078,912,JavaScript,2023-08-30 15:43:15,0,0,35,68,0.5147058823529411
alibaba/arthas,https://github.com/alibaba/arthas,33231,2018-08-29 17:15:57,1827,468,Java,2023-08-30 13:53:23,0,51,1592,1826,0.8718510405257394
PKUFlyingPig/cs-self-learning,https://github.com/PKUFlyingPig/cs-self-learning,33180,2021-10-20 13:43:42,679,199,HTML,2023-08-30 18:07:08,0,3,68,136,0.5
n8n-io/n8n,https://github.com/n8n-io/n8n,33165,2019-06-22 09:24:21,1530,4373,TypeScript,2023-08-30 18:16:14,0,73,1095,1197,0.9147869674185464
spf13/cobra,https://github.com/spf13/cobra,33154,2013-09-03 20:40:26,3647,542,Go,2023-08-30 15:43:26,0,20,904,1060,0.8528301886792453
withastro/astro,https://github.com/withastro/astro,33149,2021-03-15 17:19:47,898,4330,TypeScript,2023-08-30 18:17:52,0,1000,3018,3124,0.9660691421254801
pyenv/pyenv,https://github.com/pyenv/pyenv,33140,2012-08-31 06:57:52,4016,791,Roff,2023-08-30 18:07:46,0,81,1600,1631,0.9809932556713673
freefq/free,https://github.com/freefq/free,33126,2020-06-07 02:48:33,1179,0,none,2023-08-30 17:11:53,0,0,163,537,0.30353817504655495
carbon-app/carbon,https://github.com/carbon-app/carbon,33102,2017-06-16 02:50:28,2266,646,JavaScript,2023-08-30 13:20:18,0,215,597,647,0.9227202472952086
cli/cli,https://github.com/cli/cli,33093,2019-10-03 15:24:53,1427,1855,Go,2023-08-30 18:00:30,0,110,3246,3671,0.8842277308635249
formulahendry/955.WLB,https://github.com/formulahendry/955.WLB,33078,2019-03-27 23:53:37,1616,18,none,2023-08-30 14:26:03,0,0,74,246,0.3008130081300813
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,32920,2015-12-26 12:56:33,2804,1243,Shell,2023-08-30 13:19:55,0,40,1907,2780,0.6859712230215828
koalaman/shellcheck,https://github.com/koalaman/shellcheck,32902,2012-11-17 03:15:11,3938,265,Haskell,2023-08-30 18:08:17,0,28,1540,2458,0.6265256305939788
appwrite/appwrite,https://github.com/appwrite/appwrite,32898,2019-04-08 16:36:25,1605,2094,TypeScript,2023-08-30 17:56:23,0,65,2271,2697,0.8420467185761957
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,32836,2020-05-08 10:38:16,1209,2207,Python,2023-08-30 18:11:50,0,6,7186,7828,0.9179867143587123
gulpjs/gulp,https://github.com/gulpjs/gulp,32787,2013-07-04 05:26:06,3709,396,JavaScript,2023-08-30 00:16:55,0,22,1861,1885,0.9872679045092838
jaredpalmer/formik,https://github.com/jaredpalmer/formik,32767,2017-06-14 19:50:59,2267,803,TypeScript,2023-08-30 14:07:06,0,190,1525,2191,0.6960292104062072
xitu/gold-miner,https://github.com/xitu/gold-miner,32703,2015-11-04 03:29:13,2856,3532,none,2023-08-30 16:52:33,0,0,5571,5571,1.0
geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,32688,2020-05-29 05:47:09,1188,26,Java,2023-08-30 15:38:00,0,0,32,39,0.8205128205128205
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,32676,2014-07-02 06:02:29,3346,482,TypeScript,2023-08-30 11:50:18,0,75,1127,1229,0.9170056956875509
openai/gym,https://github.com/openai/gym,32620,2016-04-27 14:59:16,2681,999,Python,2023-08-30 18:27:13,-1,19,1715,1781,0.9629421673217293
XingangPan/DragGAN,https://github.com/XingangPan/DragGAN,32572,2023-05-18 10:08:02,104,17,Python,2023-08-30 18:01:24,0,0,41,155,0.2645161290322581
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,32478,2014-03-11 06:09:42,3459,13901,C#,2023-08-30 16:20:23,0,192,27587,30359,0.9086926446852663
vim/vim,https://github.com/vim/vim,32427,2015-08-18 21:03:56,2933,79,Vim Script,2023-08-30 17:00:15,0,0,6087,7411,0.821346646876265
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,32414,2016-07-30 18:18:32,2587,87,Java,2023-08-30 10:59:13,0,117,1274,1543,0.8256642903434868
Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,32330,2019-07-14 08:45:45,1508,61,C++,2023-08-30 17:41:35,0,0,203,206,0.9854368932038835
google/material-design-lite,https://github.com/google/material-design-lite,32200,2015-01-14 22:01:33,3149,655,HTML,2023-08-30 13:33:18,0,14,1810,2177,0.8314193844740468
date-fns/date-fns,https://github.com/date-fns/date-fns,32189,2014-10-06 10:24:22,3250,1025,TypeScript,2023-08-30 16:52:51,0,106,1204,1662,0.7244283995186522
freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,32180,2013-10-24 18:16:07,3597,592,Ruby,2023-08-30 17:24:26,0,0,966,1099,0.8789808917197452
XX-net/XX-Net,https://github.com/XX-net/XX-Net,32154,2015-01-15 09:35:51,3149,361,Python,2023-08-30 14:43:36,0,379,5357,13233,0.40482128013300084
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,32133,2010-02-16 04:10:13,4943,2110,Python,2023-08-30 16:20:13,0,49,2836,3112,0.9113110539845758
typeorm/typeorm,https://github.com/typeorm/typeorm,31991,2016-02-29 07:41:14,2739,1872,TypeScript,2023-08-30 18:21:57,0,29,5594,7647,0.7315287040669544
DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,31899,2018-06-04 17:47:48,1913,29,none,2023-08-30 17:58:01,0,0,4,11,0.36363636363636365
junegunn/vim-plug,https://github.com/junegunn/vim-plug,31858,2013-09-10 14:58:51,3641,166,Vim Script,2023-08-30 16:52:49,0,5,873,986,0.8853955375253549
TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,31849,2021-03-19 06:18:20,894,14,Python,2023-08-30 16:00:59,0,8,111,358,0.3100558659217877
hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,31818,2021-10-28 16:19:44,671,2627,Python,2023-08-30 16:10:00,0,31,1042,1293,0.805877803557618
netty/netty,https://github.com/netty/netty,31708,2010-11-09 09:22:21,4677,3193,Java,2023-08-30 17:58:01,0,0,5659,6198,0.9130364633752823
shadowsocks/ShadowsocksX-NG,https://github.com/shadowsocks/ShadowsocksX-NG,31695,2016-06-10 11:49:00,2637,63,Swift,2023-08-30 02:51:16,0,29,1038,1334,0.7781109445277361
denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,31646,2017-07-14 15:42:12,2238,124,JavaScript,2023-08-30 16:52:34,0,25,96,106,0.9056603773584906
bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,31613,2013-06-03 04:12:04,3740,35,C,2023-08-30 06:55:03,0,0,2525,5294,0.4769550434454099
bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,31563,2015-01-14 00:34:25,3150,3,Kotlin,2023-08-30 16:52:33,0,2,423,707,0.5983026874115983
sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,31513,2018-05-31 17:17:01,1917,124,JavaScript,2023-08-30 17:15:01,0,0,81,88,0.9204545454545454
apache/airflow,https://github.com/apache/airflow,31489,2015-04-13 18:04:58,3061,17085,Python,2023-08-30 15:44:31,0,69,7165,7856,0.9120417515274949
zxing/zxing,https://github.com/zxing/zxing,31425,2011-10-12 14:07:27,4340,246,Java,2023-08-30 09:22:17,0,30,1211,1215,0.9967078189300411
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,31374,2020-06-04 11:01:37,1182,98,Shell,2023-08-30 16:53:04,0,0,244,526,0.46387832699619774
naptha/tesseract.js,https://github.com/naptha/tesseract.js,31360,2015-06-24 02:49:52,2989,149,JavaScript,2023-08-30 11:49:57,0,45,595,608,0.9786184210526315
Trinea/android-open-project,https://github.com/Trinea/android-open-project,31284,2014-01-05 15:20:15,3524,202,none,2023-08-30 18:12:26,0,0,70,83,0.8433734939759037
sorrycc/awesome-javascript,https://github.com/sorrycc/awesome-javascript,31231,2014-07-01 15:59:02,3347,366,none,2023-08-30 18:09:22,0,0,83,85,0.9764705882352941
aria2/aria2,https://github.com/aria2/aria2,31212,2010-11-27 09:41:48,4659,206,C++,2023-08-30 17:03:08,0,23,782,1750,0.44685714285714284
testerSunshine/12306,https://github.com/testerSunshine/12306,31208,2017-05-17 12:23:40,2296,31,Python,2023-08-30 15:41:30,0,1,466,682,0.6832844574780058
fxsjy/jieba,https://github.com/fxsjy/jieba,31140,2012-09-29 07:52:01,3987,96,Python,2023-08-30 14:52:21,0,9,219,830,0.26385542168674697
curl/curl,https://github.com/curl/curl,31069,2010-03-18 22:32:22,4912,168,C,2023-08-30 14:35:33,0,72,4034,4054,0.9950666008880118
mingrammer/diagrams,https://github.com/mingrammer/diagrams,31060,2020-02-02 15:23:24,1305,244,Python,2023-08-30 15:52:48,0,39,180,455,0.3956043956043956
rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,31036,2011-08-30 06:13:20,4383,10108,Ruby,2023-08-30 17:08:07,0,0,5272,5660,0.9314487632508834
carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,31028,2020-04-27 21:45:16,1219,1968,C++,2023-08-30 17:36:26,0,0,408,542,0.7527675276752768
blueimp/jQuery-File-Upload,https://github.com/blueimp/jQuery-File-Upload,31019,2010-12-01 15:35:32,4655,119,PHP,2023-08-29 22:41:13,0,0,3259,3308,0.9851874244256348
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,30746,2017-08-09 03:37:15,2212,525,JavaScript,2023-08-30 18:19:08,0,68,1037,1552,0.6681701030927835
babysor/MockingBird,https://github.com/babysor/MockingBird,30715,2021-08-07 03:53:39,753,70,Python,2023-08-30 16:59:52,0,1,399,838,0.47613365155131265
google/googletest,https://github.com/google/googletest,30669,2015-07-28 15:07:53,2955,787,C++,2023-08-30 17:39:39,0,7,1892,2142,0.8832866479925303
google-research/google-research,https://github.com/google-research/google-research,30640,2018-10-04 18:42:48,1790,29,Jupyter Notebook,2023-08-30 12:59:05,0,0,287,1053,0.2725546058879392
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,30519,2014-07-08 05:44:19,3340,197,Ruby,2023-08-30 16:14:39,0,0,51,63,0.8095238095238095
yuzu-emu/yuzu,https://github.com/yuzu-emu/yuzu,30476,2018-01-03 18:13:57,2065,5826,C++,2023-08-30 16:49:43,0,0,3070,4407,0.696619015203086
ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,30468,2016-06-02 08:28:18,2645,30853,C++,2023-08-30 18:16:25,0,486,13849,16930,0.8180153573538098
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,30426,2017-07-18 00:06:14,2234,173,Go,2023-08-30 16:56:44,0,4,60,74,0.8108108108108109
odoo/odoo,https://github.com/odoo/odoo,30392,2014-05-13 15:38:58,3396,6168,JavaScript,2023-08-30 13:56:22,0,0,14388,16548,0.8694706308919506
markedjs/marked,https://github.com/markedjs/marked,30376,2011-07-24 13:15:51,4420,1102,TypeScript,2023-08-30 16:10:55,0,106,1346,1370,0.9824817518248176
Kong/insomnia,https://github.com/Kong/insomnia,30369,2016-04-23 03:54:26,2685,2115,JavaScript,2023-08-30 17:25:02,0,372,2587,3138,0.8244104525175271
bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,30342,2020-11-16 14:39:01,1017,39,CSS,2023-08-30 17:42:34,0,0,0,0,0
docker/compose,https://github.com/docker/compose,30334,2013-12-09 11:40:58,3551,2794,Go,2023-08-30 17:29:02,0,203,6848,7024,0.9749430523917996
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,30323,2017-11-10 06:27:29,2119,15,Java,2023-08-30 10:12:11,0,0,71,158,0.44936708860759494
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,30224,2019-08-14 14:31:08,1477,26,TypeScript,2023-08-30 18:08:10,0,101,998,1381,0.722664735698769
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,30207,2019-05-18 08:53:50,1565,160,Go,2023-08-30 16:07:20,0,37,165,263,0.6273764258555133
certbot/certbot,https://github.com/certbot/certbot,30170,2014-11-12 02:52:20,3213,3679,Python,2023-08-30 14:55:45,0,43,4983,5186,0.9608561511762437
tmux/tmux,https://github.com/tmux/tmux,30146,2015-06-03 23:32:55,3009,1,C,2023-08-30 17:18:01,0,34,3078,3108,0.9903474903474904
beego/beego,https://github.com/beego/beego,30132,2012-02-29 02:32:08,4200,1209,Go,2023-08-30 16:52:47,0,23,3267,3276,0.9972527472527473
hankcs/HanLP,https://github.com/hankcs/HanLP,30105,2014-10-09 06:36:16,3247,74,Python,2023-08-30 16:00:02,0,57,1367,1375,0.9941818181818182
huihut/interview,https://github.com/huihut/interview,30103,2018-02-09 09:49:48,2028,35,C++,2023-08-30 14:25:10,0,0,40,56,0.7142857142857143
hasura/graphql-engine,https://github.com/hasura/graphql-engine,30102,2018-06-18 07:57:36,1899,2109,TypeScript,2023-08-30 16:52:18,0,226,3695,5710,0.6471103327495622
typicode/husky,https://github.com/typicode/husky,30097,2014-06-23 12:14:21,3355,209,JavaScript,2023-08-30 18:02:48,0,60,883,912,0.9682017543859649
coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,30091,2014-09-20 16:37:28,3266,79,Go,2023-08-30 17:03:13,0,19,698,768,0.9088541666666666
laravel/framework,https://github.com/laravel/framework,30046,2013-01-10 21:27:28,3883,14023,PHP,2023-08-30 14:53:55,0,649,17267,17276,0.9994790460754804
mqyqingfeng/Blog,https://github.com/mqyqingfeng/Blog,29862,2017-03-13 10:04:33,2361,3,none,2023-08-30 15:07:46,0,0,98,311,0.31511254019292606
jgm/pandoc,https://github.com/jgm/pandoc,29795,2010-03-20 20:34:23,4910,1477,Haskell,2023-08-30 14:32:59,0,123,6071,6996,0.8677815894797027
WerWolv/ImHex,https://github.com/WerWolv/ImHex,29767,2020-11-10 14:27:00,1023,331,C++,2023-08-30 17:16:48,0,58,662,820,0.8073170731707318
joshbuchea/HEAD,https://github.com/joshbuchea/HEAD,29743,2016-04-20 20:05:37,2687,86,none,2023-08-30 16:20:37,0,0,73,91,0.8021978021978022
vuejs/vue-cli,https://github.com/vuejs/vue-cli,29716,2015-12-26 23:11:20,2803,1258,JavaScript,2023-08-30 13:37:51,0,177,4542,5461,0.8317158029664896
alist-org/alist,https://github.com/alist-org/alist,29622,2020-12-23 17:40:29,980,390,Go,2023-08-30 16:52:43,0,101,2418,2476,0.9765751211631664
alibaba/p3c,https://github.com/alibaba/p3c,29524,2017-06-23 06:15:51,2259,62,Kotlin,2023-08-30 15:48:20,0,0,695,838,0.8293556085918854
foundation/foundation-sites,https://github.com/foundation/foundation-sites,29515,2011-10-13 23:05:42,4338,2950,HTML,2023-08-30 11:55:20,0,78,8140,8192,0.99365234375
lib-pku/libpku,https://github.com/lib-pku/libpku,29445,2018-11-22 13:33:06,1742,22,TeX,2023-08-30 12:22:12,0,0,31,41,0.7560975609756098
ReactiveX/rxjs,https://github.com/ReactiveX/rxjs,29363,2015-03-15 06:17:10,3090,2543,TypeScript,2023-08-30 16:57:55,0,0,2900,3106,0.9336767546683837
Stability-AI/stablediffusion,https://github.com/Stability-AI/stablediffusion,29344,2022-11-23 23:59:50,279,18,Python,2023-08-30 18:25:31,-1,0,63,243,0.25925925925925924
ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,29334,2016-11-05 05:32:33,2489,7,Java,2023-08-30 12:52:50,0,0,99,104,0.9519230769230769
shadcn-ui/ui,https://github.com/shadcn-ui/ui,29330,2023-01-04 12:43:27,238,183,TypeScript,2023-08-30 17:59:04,0,10,275,734,0.3746594005449591
PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,29323,2019-04-05 03:31:23,1608,132,HTML,2023-08-30 16:37:58,0,0,26,27,0.9629629629629629
ariya/phantomjs,https://github.com/ariya/phantomjs,29311,2010-12-27 08:18:58,4629,562,C++,2023-08-30 15:44:39,0,0,4731,4745,0.9970495258166491
amix/vimrc,https://github.com/amix/vimrc,29282,2012-05-29 16:19:29,4110,104,Vim Script,2023-08-30 18:26:57,-1,0,499,503,0.9920477137176938
mathiasbynens/dotfiles,https://github.com/mathiasbynens/dotfiles,29249,2011-09-05 18:07:54,4377,44,Shell,2023-08-30 15:27:47,0,0,247,386,0.6398963730569949
react-boilerplate/react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,29233,2015-02-18 14:36:32,3115,715,JavaScript,2023-08-30 14:36:44,0,16,1822,1898,0.9599578503688093
CSSEGISandData/COVID-19,https://github.com/CSSEGISandData/COVID-19,29232,2020-02-04 22:03:53,1302,2152,none,2023-08-30 17:49:47,0,0,2079,3759,0.553072625698324
goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,29210,2019-02-12 13:55:30,1660,283,JavaScript,2023-08-30 16:59:58,0,0,25,32,0.78125
lukehoban/es6features,https://github.com/lukehoban/es6features,29157,2014-03-03 18:29:30,3466,41,none,2023-08-28 08:59:10,2,0,36,57,0.631578947368421
ziadoz/awesome-php,https://github.com/ziadoz/awesome-php,29085,2013-11-26 03:14:19,3564,386,none,2023-08-30 14:38:48,0,0,123,125,0.984
ccxt/ccxt,https://github.com/ccxt/ccxt,28997,2017-05-14 15:41:56,2299,8501,Python,2023-08-30 14:30:37,0,1,8214,8989,0.913783513182779
httpie/cli,https://github.com/httpie/cli,28990,2012-02-25 12:39:13,4204,393,Python,2023-08-30 18:28:49,-1,45,682,825,0.8266666666666667
Binaryify/NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi,28955,2016-06-22 11:58:03,2625,270,JavaScript,2023-08-30 16:52:34,0,177,1166,1291,0.9031758326878389
elsewhencode/project-guidelines,https://github.com/elsewhencode/project-guidelines,28863,2017-06-30 10:17:55,2252,113,JavaScript,2023-08-30 17:23:28,0,0,28,38,0.7368421052631579
appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,28848,2020-06-30 04:07:36,1156,8942,TypeScript,2023-08-30 16:11:58,0,181,12117,15622,0.7756369222890795
airbnb/lottie-web,https://github.com/airbnb/lottie-web,28843,2015-02-20 21:02:59,3112,128,JavaScript,2023-08-30 16:08:25,0,0,2104,2781,0.7565623876303488
alibaba/easyexcel,https://github.com/alibaba/easyexcel,28841,2018-02-06 03:14:08,2031,161,Java,2023-08-30 11:50:13,0,8,2744,3009,0.9119308740445331
solidjs/solid,https://github.com/solidjs/solid,28803,2018-04-24 16:36:27,1954,314,TypeScript,2023-08-30 18:26:43,-1,33,764,808,0.9455445544554455
zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,28758,2017-07-30 02:51:17,2222,43,C++,2023-08-30 17:17:19,0,24,608,1503,0.4045242847638057
opentffoundation/manifesto,https://github.com/opentffoundation/manifesto,28736,2023-08-13 16:17:24,17,628,HTML,2023-08-30 18:28:48,-1,0,7,17,0.4117647058823529
niklasvh/html2canvas,https://github.com/niklasvh/html2canvas,28720,2011-07-16 01:05:58,4428,186,TypeScript,2023-08-30 16:57:33,0,45,1647,2517,0.6543504171632897
IanLunn/Hover,https://github.com/IanLunn/Hover,28690,2014-01-02 14:27:35,3527,23,SCSS,2023-08-30 12:37:50,0,10,83,106,0.7830188679245284
square/leakcanary,https://github.com/square/leakcanary,28667,2015-04-29 23:54:16,3044,864,Kotlin,2023-08-30 16:25:13,0,33,1464,1538,0.951885565669701
symfony/symfony,https://github.com/symfony/symfony,28632,2010-01-04 14:21:21,4986,20605,PHP,2023-08-30 15:50:44,0,446,18319,18845,0.9720880870257362
sharkdp/fd,https://github.com/sharkdp/fd,28629,2017-05-09 21:27:10,2303,465,Rust,2023-08-30 18:20:30,0,35,677,763,0.8872870249017037
The-Run-Philosophy-Organization/run,https://github.com/The-Run-Philosophy-Organization/run,28627,2022-04-10 05:42:40,507,168,none,2023-08-30 17:28:52,0,0,207,240,0.8625
files-community/Files,https://github.com/files-community/Files,28614,2019-01-04 18:19:14,1699,4188,C#,2023-08-30 17:23:44,0,96,7864,8292,0.9483839845634346
0xAX/linux-insides,https://github.com/0xAX/linux-insides,28559,2015-01-03 18:44:57,3160,571,Python,2023-08-30 13:01:42,0,0,150,177,0.847457627118644
halo-dev/halo,https://github.com/halo-dev/halo,28542,2018-03-21 12:56:52,1988,1405,Java,2023-08-30 18:09:41,0,132,2435,2730,0.891941391941392
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,28528,2017-11-04 10:04:08,2125,13,HTML,2023-08-30 15:56:22,0,0,16,64,0.25
aosabook/500lines,https://github.com/aosabook/500lines,28528,2013-11-04 02:02:53,3586,175,JavaScript,2023-08-29 22:51:51,0,0,39,69,0.5652173913043478
byoungd/English-level-up-tips,https://github.com/byoungd/English-level-up-tips,28479,2017-05-30 07:18:52,2283,23,none,2023-08-30 18:19:41,0,0,59,82,0.7195121951219512
standard/standard,https://github.com/standard/standard,28457,2015-01-27 01:23:31,3137,406,JavaScript,2023-08-30 15:09:57,0,5,1112,1209,0.9197684036393714
photoprism/photoprism,https://github.com/photoprism/photoprism,28422,2018-01-27 12:00:15,2041,536,Go,2023-08-30 15:19:52,0,61,1493,1869,0.7988228999464955
fastify/fastify,https://github.com/fastify/fastify,28364,2016-09-28 19:10:14,2526,2452,JavaScript,2023-08-30 16:52:54,0,264,1727,1784,0.9680493273542601
trpc/trpc,https://github.com/trpc/trpc,28357,2020-07-18 01:17:11,1138,2641,TypeScript,2023-08-30 17:32:19,0,178,770,846,0.9101654846335697
swc-project/swc,https://github.com/swc-project/swc,28352,2017-12-22 11:40:14,2077,4053,Rust,2023-08-30 17:52:37,0,265,2571,2870,0.8958188153310105
yewstack/yew,https://github.com/yewstack/yew,28333,2017-12-16 14:19:02,2083,1611,MDX,2023-08-30 16:49:11,0,33,1076,1166,0.9228130360205832
alebcay/awesome-shell,https://github.com/alebcay/awesome-shell,28321,2014-07-07 01:57:42,3341,302,none,2023-08-30 17:53:19,0,0,20,52,0.38461538461538464
shengxinjing/programmer-job-blacklist,https://github.com/shengxinjing/programmer-job-blacklist,28316,2016-06-25 06:09:10,2622,16,Shell,2023-08-30 12:50:46,0,0,182,332,0.5481927710843374
apolloconfig/apollo,https://github.com/apolloconfig/apollo,28310,2016-03-04 10:24:23,2735,1336,Java,2023-08-30 13:04:09,0,38,2944,3085,0.9542949756888168
tastejs/todomvc,https://github.com/tastejs/todomvc,28298,2011-06-03 19:56:33,4470,719,JavaScript,2023-08-30 11:54:53,0,5,630,765,0.8235294117647058
hashicorp/vault,https://github.com/hashicorp/vault,28296,2015-02-25 00:15:59,3108,14477,Go,2023-08-30 17:17:25,0,104,4745,5637,0.841759801312755
sequelize/sequelize,https://github.com/sequelize/sequelize,28295,2010-07-22 07:11:11,4787,4182,JavaScript,2023-08-30 17:47:29,0,454,9351,10133,0.9228264087634461
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,28288,2012-08-13 22:36:09,4033,533,JavaScript,2023-08-30 16:14:42,0,0,430,453,0.9492273730684326
geekcomputers/Python,https://github.com/geekcomputers/Python,28263,2011-11-30 09:04:08,4291,1276,Python,2023-08-30 18:11:52,0,0,116,338,0.3431952662721893
vuejs/vuex,https://github.com/vuejs/vuex,28218,2015-07-16 04:21:26,2967,655,JavaScript,2023-08-30 14:08:05,0,51,1166,1256,0.928343949044586
webtorrent/webtorrent,https://github.com/webtorrent/webtorrent,28186,2013-10-15 08:16:40,3606,771,JavaScript,2023-08-30 15:41:58,0,152,1521,1593,0.9548022598870056
codepath/android_guides,https://github.com/codepath/android_guides,28166,2013-06-19 10:24:45,3724,10,none,2023-08-30 18:20:20,0,0,219,379,0.5778364116094987
kenwheeler/slick,https://github.com/kenwheeler/slick,28068,2014-03-24 02:10:05,3446,238,JavaScript,2023-08-30 09:30:42,0,48,2387,3577,0.6673189823874756
gofiber/fiber,https://github.com/gofiber/fiber,28058,2020-01-16 03:59:20,1322,1227,Go,2023-08-30 18:18:37,0,110,1133,1190,0.9521008403361344
microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,28040,2020-01-23 18:35:18,1314,1664,Python,2023-08-30 17:55:44,0,53,1275,1968,0.6478658536585366
jashkenas/backbone,https://github.com/jashkenas/backbone,28036,2010-09-30 19:41:28,4716,874,JavaScript,2023-08-29 10:32:34,1,0,2366,2403,0.9846025801081981
kodecocodes/swift-algorithm-club,https://github.com/kodecocodes/swift-algorithm-club,28000,2016-01-26 17:56:12,2773,608,Swift,2023-08-29 14:36:48,1,0,182,212,0.8584905660377359
layui/layui,https://github.com/layui/layui,27968,2015-09-22 08:12:03,2899,279,JavaScript,2023-08-30 16:00:45,0,96,604,605,0.9983471074380166
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,27935,2012-06-26 09:52:15,4082,152,Python,2023-08-30 15:36:13,0,8,4961,5017,0.9888379509667132
